10015093	1019469
2118053	1261844
1154098	1000251
2008951	1000591
6679702	1000591
6682384	1000591
1330318	1000591
6646693	1000591
1290058	1000591
1274776	1000591
1234868	1000591
2146478	1000591
1285988	1000591
6671209	1000591
1234869	1000591
2069883	1025718
1123861	1000982
1244077	1001332
6807139	1026251
2096903	1027439
6818331	1035181
1040556	1053274
2069516	3656
1283451	1246242
1049019	1246242
1291500	1246260
1273947	1246260
6716775	1246260
6766491	1246286
6771721	1246286
1064736	1246295
1082061	1246313
1268257	1246335
1053030	1246339
1131948	1246367
6709794	1246457
2121370	1246464
1008429	1246464
1095064	1246464
2127046	1246464
6815082	1246464
6800593	4224
2040851	1001531
1028799	1246464
2175040	1246478
2022287	1246515
1003916	1246524
6854601	1246573
1231591	1246573
1301894	1001531
1150309	1246573
1078280	4616
2048508	1261844
1319351	1001531
1234864	1001531
1341939	1001531
2070831	1001531
10142352	6616477
6854385	1246573
2076669	1246573
1296857	1001531
2081927	1001531
2041091	1246573
1084438	1246573
2150205	1246573
6634975	1246573
6603887	1246573
1070123	1246573
2130939	1246573
1307459	1246573
1246991	1246573
1115465	1246573
6829508	1246573
2017286	1246645
1011347	1246667
1254204	1246667
1011637	1246667
1342313	1246667
1289286	1246667
1312177	1246667
2120130	1246667
2050737	1246667
1092553	1246667
6690326	1246667
6687238	1246667
6712462	1246667
6736140	6803104
1244076	1001332
6696485	1004077
6966563	1004077
6968298	1004077
6968299	1004077
6968300	1004077
6781151	1261844
1029577	393
1082404	393
1161810	1015636
6968301	1004077
6968302	1004077
6968303	1004077
1032290	2116511
6968305	1004077
6968304	1004077
1007691	6834637
7014302	1004077
7007381	1004077
6774632	1004077
2049735	1004077
1263279	1004077
7005125	1004077
7033969	1004077
9923298	1004077
9938537	1004077
7017743	1004077
7019658	1004077
9930706	1004077
7027898	1004077
1108268	1004077
10003254	1004077
10003494	1004077
10056170	1004077
2077861	1004079
1183424	1004079
6656142	1004079
6980410	1004079
6852165	1004079
6945813	1004079
6945808	1004079
6945805	1004079
7013176	1247965
1278787	1015636
1318459	6851474
	1259224
1319828	1004079
9963069	1207061
	1207061
6954049	1004079
1206698	1004079
6792928	1004347
1206699	1004079
1202250	1004079
6954238	1004079
1123836	1004079
6679116	1004079
2036934	1261844
10141176	6624545
9937609	946
6856885	2089810
6963827	1004079
6957908	1004079
6801220	1004079
6938430	1004079
6938595	1004079
6975467	1004079
6949788	1004079
6967951	1004079
1128050	1004079
6654427	1004079
6916305	1004079
6772380	1004079
6965596	1004079
6967593	1004079
6986154	1004079
6859682	1004079
6975365	1004079
1123267	1004079
10282765	1012077
6889654	1244705
2077269	1004079
1283735	1004079
1002140	1005820
2140527	1018340
1000434	1000518
6762782	1004997
1109257	1004258
1077914	1029830
1323045	1052430
1303926	1063336
2139271	1241121
10316551	10316488
1004454	1192
2056107	1330799
	6851474
1111178	5810
1024538	1000024
1006210	1000024
1200827	1171610
1231770	1247965
1090568	6851474
1040363	1009552
1021157	1000024
1013626	1000024
1237681	1000052
1298300	1000052
2000424	1000088
2280040	1000130
2057845	1271285
2134073	1000130
1174508	1000130
6724910	1007603
1006018	1008663
1158318	1051674
1286983	1000183
6726315	1011982
1076714	1014205
5669	1000260
6774820	1014421
1257973	1014421
6701515	1017893
1238673	1000322
1312295	1000724
6816609	1036277
7011017	7034181
10284937	1250079
6940925	6983177
1191230	1005313
1130192	1126021
1256979	1160601
1007065	1233196
6869619	1233770
877	1000724
1344750	1000881
9921439	1004028
10026910	1233770
10207926	831
6816717	1233770
6749524	1233770
9933944	1233770
1263214	1000881
1270405	1000881
1330794	1000881
2013103	1000881
10316646	10316280
10041743	1233770
6733560	2113324
9923828	1001383
1119240	1000881
1150825	1000881
10044408	1233770
10104044	831
2107118	1001295
6902409	1233770
10099825	1233770
10112450	1233770
1260208	1233781
6706629	1000881
2163030	1000881
1132547	1000881
6687806	1233781
6710070	1301078
6685488	2041516
9929173	1003328
6801849	1258184
6808753	1000881
6605062	1000881
6835497	1233781
2131635	1000881
6797534	1233781
1067675	1000881
2027712	1233781
9952467	1176336
2166889	1233781
1316314	1000881
2104543	6702252
2011638	6702252
1164550	1233781
2102126	1000881
1314213	1000881
1342237	1000881
1317648	1000881
6604336	1000881
1117379	1233781
6948572	1233781
10311207	10188444
6860995	1233781
10150015	6802428
2117545	6654774
10011976	10156505
2072905	1349423
1155312	1247965
6998956	2011821
1294782	1000881
10096588	1012957
1205082	1000881
1172453	2075438
1215027	1000881
6696584	1000881
6705584	1000881
6706626	1000881
6706627	1000881
6706631	1000881
6706632	1000881
6706633	1000881
	2011821
7023776	2011821
6706635	1000881
10048635	1063056
6711643	1000881
6711659	1000881
6623938	1000881
1293881	1000881
2004338	1000881
2064788	1000881
1002230	1000881
1285820	1000881
1303292	1000881
6604670	1000881
7005077	6902376
1284537	1000881
1003706	1000881
2037454	1000881
9935150	2075438
6918101	2075438
2170401	1007187
6622617	1000881
6766519	1000881
9957904	1018746
6762231	1000881
6762241	1000881
6764501	1000881
6766507	1000881
6762220	1000881
6748093	1000881
6788591	1000881
1270029	1000881
2009870	1000881
1235279	1000881
1294779	1000881
1294786	1000881
2147117	1000881
2151602	1000881
6706634	1000881
6844715	1000881
6706630	1000881
2054260	1000881
1306990	1000881
2072836	1000881
6803817	1000881
2163679	1000881
1279073	1000881
1180322	1000881
6658009	1000881
6733412	1000881
1300715	1000881
1187127	1000881
2167105	1000881
6802407	1000881
6835976	1000881
2031976	1000881
1301361	1000881
6804695	1000881
1287784	1000881
1287790	1000881
6827011	1000881
1279372	1000881
6716910	1000881
6710334	1000881
6839113	1000881
6840547	1000881
6729377	1000881
1184070	1000881
6685777	1000881
6686349	1000881
6752342	1000881
1000194	1030216
6958414	6914803
6791991	6621504
10157846	1310040
	1281469
10033132	1000710
	6621504
	1349423
2157919	5810
1289109	5810
1342673	1000724
6737202	1000881
1249999	1000881
1182811	1000881
6660467	1000881
6759912	1000881
2177273	1000881
6616144	1000881
6616132	1000881
2081739	1000881
2053458	1000881
6610087	1000881
1263266	1000881
6616657	1000881
6660481	1000881
6911268	6686086
	6686086
6631980	1000881
6636349	1000881
1341081	1000881
6758038	1000881
1341829	1000881
2004129	1000881
6758025	1000881
1256045	1000881
1253887	1000881
2093252	1000881
6616134	1000881
6990982	1000881
6900916	1000881
6715274	1000881
6693345	1000881
6984064	1000881
6821618	6738682
6909815	1000881
2070312	1000881
9986723	1000881
7002213	1000881
7002224	1000881
9991782	1671
7002243	1000881
7002254	1000881
7002260	1000881
9925501	1000881
	6738682
6659765	1339242
1257720	1260761
10043506	6788742
	1339242
9963862	1000881
9914941	1000881
9977010	1000881
1170764	1000881
6887005	1000881
1263051	1000881
1317098	1000881
6663802	6728332
	6728332
10377763	1012342
10378450	1012342
1245190	1233107
10316685	10316280
1303159	1000881
1289383	1000881
1260490	1000881
6810877	1000881
1325888	1000881
6754359	6728332
10251505	1044504
2090995	137
2049082	1000881
1317117	1000881
2001334	1014421
2041068	1014421
2027388	1014421
6622722	1017285
6651257	1017285
6651274	1017285
6651351	1017285
2070346	1025306
2070368	1025306
10088675	1051729
9937496	1239458
9937390	1013167
9929618	1274
10367378	1000416
7006128	10156505
6987302	2104671
10127235	1236708
10226007	1266483
6726033	1037434
7027095	6632844
6606819	1671
9968956	2136829
10084010	1246524
	1246524
9965817	1236933
6953121	6795792
1020873	10038262
1125177	1005820
1124488	1005820
1134197	1005820
1288766	1005820
2054864	2173459
6798564	1304731
2137437	1186387
1189328	1010124
1168246	2037751
10142758	1069210
10316717	10316280
6649906	1000009
6692311	1000009
6775098	1000009
1220691	1000052
1057946	1018768
2157151	1025306
6834006	1025306
2088535	1025306
2070118	1025306
2070256	1025306
2070265	1025306
2070282	1025306
2070297	1025306
2070315	1025306
2070330	1025306
6831456	1025306
6648848	1025306
6720112	1025306
6720123	1025306
6720130	1025306
6720138	1025306
1228004	1000139
1160437	1000260
6720145	1025306
6720153	1025306
6948705	1233781
9993341	1233781
9967846	1233781
9927815	1233781
9993321	1233781
9993340	1233781
9950929	1233781
10018484	1233781
10018578	1233781
10040719	1233781
6835982	1233782
6612108	1233782
1341010	1000881
1289346	1000881
1271118	1000881
1260371	1233782
6891706	1000881
1093025	1000881
1261315	1000881
2162694	1000881
1085956	1000881
1284015	1000881
2030166	1000881
2072689	1000881
2155482	1233782
2155477	1233782
2155470	1233782
1230782	1000885
6826291	1000889
6780266	1000889
6763253	1000889
6826274	1000889
6826809	1000889
6828309	1000889
2155462	1233782
6689676	1000889
1152800	1000889
2010187	1000889
10043908	1008023
1233783	1233782
6781794	1000889
6725055	1000889
6756663	1000889
1190082	1000889
1162522	1000889
1159741	1000889
6777500	1000889
1215582	1000889
6895295	1233782
2125288	2121916
1011498	1000454
6655954	1000597
1033122	1000889
1215860	1000889
1033533	1000889
1280572	1000889
6755486	6716961
10054283	1018746
10054316	1018746
10054294	1018746
1205680	6633145
1332528	1000889
2050003	1320143
1332496	1000889
10054377	1018746
10054334	1018746
1336407	1000889
7015076	930
6607678	1351791
1020734	1247272
6690357	4100
1336355	1000889
1260597	2078928
2001411	6633145
1060878	1009193
1336337	1000889
1336326	1000889
1279274	1000889
2037407	1000889
1048431	1000889
2075300	1000889
2075370	1000889
2145304	1000889
1237282	1000889
2079952	1000889
2083563	1000889
2103743	1000889
6734756	1000889
2138747	1000889
1311583	1000889
1073630	1018272
1279566	1000889
6720117	1025306
6763827	1000889
1196913	1025306
6842277	1034019
9985904	1000892
1337085	1000894
1003800	1000894
2104436	1000894
1230513	1000896
6780502	2075438
1337245	1038059
6638764	1233317
1043963	2075438
1172626	1000897
2140106	1000897
6993697	1233782
6993487	1233782
9943680	1233782
6765374	1000897
1083751	1000897
10002265	1000897
1042350	1000897
6737666	1000897
7036932	1000897
9967381	1000897
6749300	1000898
2078326	1000899
1143733	1000899
1162891	1000899
6628307	1000899
6882031	1000899
6882196	1000899
6638905	1000899
1106836	1000899
1143742	1000899
1161522	1000899
1016542	1000899
1041173	1000899
1303567	1000899
6737467	1000899
1143698	1000899
2117757	1000899
1303546	1000899
1131952	1000899
6646387	1000899
1151414	1000899
1081492	1000899
1061419	1000899
1050693	1000899
	2078928
1157423	1000899
6629565	1233921
1025282	1233929
2079068	1000899
2079321	1000899
7015096	1233930
1187841	1233930
2165327	1233930
1143704	1000899
1143712	1000899
1143752	1000899
1002701	1001048
6993611	1046450
6679058	1009786
6844774	1011815
1023076	1011815
1107120	1290904
1289133	1013332
6826993	5810
1308868	1014421
1048900	1290904
6610253	1014850
6855000	1014931
1084686	1290904
1297968	1290904
1084608	5810
1202412	2139439
6747016	2163796
2141519	1018768
6755160	6811403
2140376	1001129
10235656	1003988
6893480	1003988
10109769	1311946
1157452	1029405
1048721	1029405
1037297	1029405
2023506	1095312
1098622	1152701
2123775	1259455
1107214	5810
1027135	1671
1084617	5810
1084599	5810
2122397	5810
1079411	1000009
2015066	1236348
6675848	1237790
1258331	1239865
6785895	1312967
1033604	1247801
1213306	1000009
6780951	1000009
1045252	1000009
6686818	1000009
6653649	1000009
1300916	1131858
6816357	2075438
6688562	1000009
6701721	1000009
6634437	1255050
6697178	1256375
6742483	1256375
2032313	2075438
6776625	1224964
	2163796
2032312	2075438
	1224964
1132409	1235111
1132400	1235111
1335557	2136820
6781674	1000009
6760146	1000009
6775082	1000009
6780181	1000009
9941325	6683418
6664204	1256375
6739431	1256375
6656521	1256375
1143738	1000899
1143726	1000899
1143721	1000899
1143723	1000899
1303561	1000899
1081498	1000899
1081478	1000899
2046135	1256375
2045101	1256375
2040219	1256375
2035465	1256375
1018777	1256375
2107826	1256375
6855597	1256375
1296875	1256375
6809009	1256375
1076066	1256375
1110952	1256375
2071818	1256375
1076070	1256375
2039609	1256375
1050280	1004341
2519	1127168
1313748	1127168
10054392	1018746
2043447	1256375
2045090	1256375
2045115	1256375
2059766	1256375
10155360	1000052
1126797	1014520
1029053	1026854
1117501	5360
1247618	1811
6770988	2075438
7009258	2162215
6627439	833
	1091070
10372144	4209
1003219	1033759
1344421	1038467
6878017	1054286
6758244	1069118
1035481	1091070
1324257	1129446
10316747	10316280
10037753	1097172
10351889	4209
1155300	1155294
2016682	1164286
1341828	1190188
10191850	1001523
1007600	1236823
2066185	1236823
10332180	4209
6677575	1236823
6762980	1236823
6829371	5657
1126034	1236823
1034678	1237925
108	1239457
2129023	1246667
2068501	1246667
1009787	1246709
