"id_1","id_2","cmp_fname_c1","cmp_fname_c2","cmp_lname_c1","cmp_lname_c2","cmp_sex","cmp_bd","cmp_bm","cmp_by","cmp_plz","is_match"
8709,86907,1,?,1,?,1,1,1,1,1,TRUE
22914,27526,1,?,1,?,1,1,1,1,1,TRUE
43915,63663,1,?,1,?,1,1,1,1,0,TRUE
23841,47307,1,?,1,?,1,1,1,1,1,TRUE
43371,88853,1,?,1,?,1,1,1,1,1,TRUE
95169,96851,1,?,1,?,1,1,1,1,1,TRUE
34902,36439,1,?,1,?,1,1,1,1,1,TRUE
18578,42842,1,?,1,?,1,1,1,1,1,TRUE
32467,46952,1,?,1,?,1,1,1,1,1,TRUE
5591,12689,1,?,1,?,1,1,1,1,1,TRUE
16899,39730,1,?,1,?,1,1,1,1,1,TRUE
29154,37137,1,?,1,1,1,1,1,1,1,TRUE
46608,72200,1,?,1,?,1,1,1,1,1,TRUE
36769,66551,1,?,1,?,1,1,1,1,1,TRUE
70036,70105,1,?,1,?,1,1,1,1,1,TRUE
33837,65099,1,?,1,?,1,1,1,1,1,TRUE
20670,31856,1,?,1,?,1,1,1,1,1,TRUE
61649,61650,1,?,1,?,1,1,1,1,1,TRUE
37668,54114,1,?,1,?,1,1,1,1,1,TRUE
17101,28010,1,?,1,?,1,1,1,1,1,TRUE
30032,40979,1,1,1,?,1,1,1,1,1,TRUE
40652,81009,1,?,1,?,1,1,1,1,1,TRUE
34391,45453,1,?,1,?,1,1,1,1,1,TRUE
36276,80445,1,?,1,?,1,1,1,1,1,TRUE
2935,66776,1,?,1,?,1,1,1,1,1,TRUE
58410,62593,1,?,1,1,1,1,1,1,1,TRUE
74914,83540,1,?,1,1,1,1,1,1,1,TRUE
29970,33037,1,?,1,?,1,1,1,1,1,TRUE
12259,27752,1,?,1,?,1,1,1,1,1,TRUE
25011,48687,1,?,1,?,1,1,1,1,1,TRUE
16366,18740,1,?,1,?,1,1,1,1,1,TRUE
39219,48188,1,?,1,?,1,1,1,1,1,TRUE
36582,36583,1,?,1,?,1,1,1,1,1,TRUE
2429,7016,1,?,1,?,1,1,1,1,1,TRUE
16483,44045,1,?,1,?,1,1,1,1,1,TRUE
19420,24675,1,?,1,?,1,1,1,1,1,TRUE
38035,46626,1,?,1,?,0,1,1,1,1,TRUE
44992,98411,1,?,1,?,0,1,1,1,1,TRUE
19399,55603,1,?,1,?,1,1,1,1,1,TRUE
23675,47325,1,?,1,?,1,1,1,1,1,TRUE
55746,66041,1,?,1,?,1,1,1,1,0,TRUE
24347,98319,1,?,1,?,1,1,1,1,1,TRUE
17876,39365,1,?,1,?,1,1,1,1,1,TRUE
19139,57328,1,?,1,?,1,1,1,1,1,TRUE
16714,28977,1,?,1,?,1,1,1,1,1,TRUE
64640,64663,1,?,1,?,1,1,1,1,1,TRUE
50519,88880,1,?,1,1,1,1,1,1,1,TRUE
26586,55632,1,?,1,?,1,1,1,1,1,TRUE
20519,48517,1,?,1,?,1,1,1,1,1,TRUE
57469,57493,1,?,1,?,1,1,1,1,1,TRUE
86982,92793,1,?,1,?,1,1,1,1,1,TRUE
28178,30983,1,?,1,?,1,1,1,0,1,TRUE
23803,64324,1,?,1,?,1,1,1,1,1,TRUE
35260,47619,1,?,1,?,1,1,1,1,1,TRUE
5387,6224,1,?,1,?,1,1,1,1,1,TRUE
25949,60398,1,?,1,?,1,1,1,1,1,TRUE
20226,23314,1,?,1,?,1,1,1,1,1,TRUE
602,11685,1,?,1,?,1,1,1,1,1,TRUE
92058,92060,1,?,1,?,1,1,1,1,1,TRUE
16849,16850,1,?,1,?,1,1,1,1,1,TRUE
26306,27069,1,?,1,?,1,1,1,1,1,TRUE
26391,34318,1,?,1,?,1,1,1,1,1,TRUE
63818,63819,1,?,1,?,1,1,1,1,1,TRUE
43247,43425,1,?,1,?,1,1,1,1,1,TRUE
28198,29133,1,?,1,?,1,1,1,1,1,TRUE
20791,53616,1,?,1,?,1,1,1,1,1,TRUE
29686,46077,1,?,1,?,1,1,1,1,1,TRUE
46999,47898,1,?,1,?,1,1,1,1,1,TRUE
33350,37708,1,?,1,?,1,1,1,1,1,TRUE
45998,48186,1,?,1,?,1,1,1,1,1,TRUE
20237,22805,0.8,?,1,?,1,1,1,1,1,TRUE
34622,38557,1,?,1,?,1,1,1,1,1,TRUE
11949,90217,1,?,1,?,1,1,1,1,1,TRUE
44820,45170,1,?,1,?,1,1,1,1,1,TRUE
53407,72438,1,?,1,?,1,1,1,1,1,TRUE
97906,97908,1,?,1,?,1,1,1,1,1,TRUE
43712,47848,1,?,1,?,1,1,1,1,1,TRUE
27383,56085,1,?,1,?,1,1,1,1,0,TRUE
43121,87888,1,1,1,?,1,1,1,1,1,TRUE
36148,83788,1,?,1,?,1,1,1,1,1,TRUE
79145,79512,1,1,1,?,1,1,1,1,1,TRUE
19979,54219,1,?,1,?,1,1,1,1,1,TRUE
19437,21685,1,?,1,?,1,1,1,1,1,TRUE
5232,9096,1,?,1,?,1,1,1,1,1,TRUE
27388,32254,1,?,1,?,1,1,1,1,1,TRUE
23021,27965,1,?,1,?,1,1,1,1,1,TRUE
48394,94700,1,1,1,?,1,1,1,1,1,TRUE
41619,55165,1,?,1,?,0,1,1,1,1,TRUE
22505,25630,1,?,1,?,1,1,1,1,1,TRUE
52735,52736,1,?,1,?,1,1,1,1,1,TRUE
37069,50644,1,?,1,?,1,1,1,1,0,TRUE
68894,68895,1,?,1,?,1,1,1,1,1,TRUE
42179,49006,1,?,1,?,1,1,1,1,1,TRUE
63967,69198,1,?,1,?,1,1,1,1,1,TRUE
32288,60704,1,?,1,?,1,1,1,1,1,TRUE
24968,27220,1,?,1,?,1,1,1,1,1,TRUE
39419,70320,1,1,1,?,1,1,1,1,1,TRUE
1910,1911,1,?,1,?,1,1,1,1,1,TRUE
11749,11750,1,?,1,?,1,1,1,1,1,TRUE
4526,4527,1,?,1,?,1,1,1,1,1,TRUE
25853,34935,1,?,1,?,1,1,1,1,1,TRUE
28308,29605,1,?,1,?,1,1,1,1,1,TRUE
23344,31571,1,?,1,?,1,1,1,1,1,TRUE
24794,32043,1,?,1,?,1,1,1,1,1,TRUE
31867,66588,1,?,1,?,1,1,1,1,1,TRUE
32396,76097,1,?,1,?,1,1,1,1,1,TRUE
32941,43719,1,?,1,?,1,1,1,1,1,TRUE
75103,98319,1,?,1,?,1,1,1,1,1,TRUE
31400,35079,1,?,1,?,1,1,1,1,1,TRUE
67564,70134,1,?,1,?,1,1,1,1,1,TRUE
40612,43953,1,?,1,?,1,1,1,1,1,TRUE
29855,31092,1,?,1,?,1,1,1,1,1,TRUE
52998,53931,0.888888888888889,?,1,?,1,1,1,1,1,TRUE
31299,64387,1,?,1,?,1,1,1,1,1,TRUE
16735,39325,1,?,1,?,1,1,1,1,1,TRUE
18368,23121,1,?,1,?,1,1,1,1,1,TRUE
21037,23421,1,?,1,?,1,1,1,1,1,TRUE
26111,32515,1,?,1,?,1,1,1,1,1,TRUE
54400,99470,1,?,1,?,1,1,1,1,1,TRUE
61454,86296,1,?,1,?,1,1,1,1,1,TRUE
13961,13962,1,?,1,?,1,1,1,1,1,TRUE
64540,98201,1,1,1,?,1,1,1,1,1,TRUE
3357,14253,1,?,1,?,1,1,1,1,1,TRUE
16063,30837,1,?,1,?,1,1,1,1,1,TRUE
68824,68825,1,?,1,?,1,1,1,1,1,TRUE
19651,24224,1,?,1,?,1,1,1,1,1,TRUE
26003,66696,1,?,1,?,1,1,1,1,1,TRUE
23150,23617,1,?,1,?,1,1,1,1,1,TRUE
37785,71137,1,?,1,?,1,1,1,1,1,TRUE
21590,23574,1,?,1,?,1,1,1,1,1,TRUE
5541,30805,1,?,1,?,1,1,1,1,1,TRUE
23777,39379,1,?,1,?,1,1,1,1,1,TRUE
46712,48895,1,?,1,?,1,1,1,1,1,TRUE
19489,24546,1,?,1,?,1,1,1,1,1,TRUE
20244,23112,1,?,1,?,1,1,1,1,1,TRUE
32487,61025,1,?,1,?,0,1,1,1,1,TRUE
38327,80814,1,?,1,?,1,1,1,1,1,TRUE
18284,21122,1,?,1,?,1,1,1,1,1,TRUE
20885,28431,1,1,1,?,1,1,1,1,1,TRUE
18557,51346,1,?,1,?,1,1,1,1,1,TRUE
25641,33507,1,?,1,?,1,1,1,1,1,TRUE
38284,43351,1,?,1,?,1,1,1,1,1,TRUE
42473,77470,1,?,1,?,1,1,1,1,1,TRUE
1443,50993,1,?,1,?,1,0,0,0,1,TRUE
23660,45960,1,?,1,?,1,1,1,1,1,TRUE
17470,27076,1,?,1,?,1,1,1,1,1,TRUE
3995,8136,0.8,?,1,?,1,1,1,1,1,TRUE
40022,41819,1,?,1,?,1,1,1,1,1,TRUE
41786,45527,1,?,1,?,1,1,1,1,1,TRUE
24498,24924,1,?,1,1,1,1,1,1,1,TRUE
25565,29549,1,?,1,?,1,1,1,1,1,TRUE
40715,40966,1,?,1,?,1,1,1,1,1,TRUE
11232,12689,1,?,1,?,1,1,1,1,1,TRUE
82435,82437,1,?,1,?,1,1,1,1,1,TRUE
17427,17681,1,?,1,?,1,1,1,1,1,TRUE
26224,29550,1,1,1,?,1,1,1,1,1,TRUE
1285,37362,1,?,1,?,1,1,0,1,1,TRUE
24000,27538,1,?,1,?,1,1,1,1,1,TRUE
29341,36402,1,?,1,?,1,1,1,1,1,TRUE
31942,62256,1,?,1,?,1,1,1,1,1,TRUE
92167,92169,1,?,1,?,1,1,1,1,1,TRUE
49729,92089,1,?,1,?,1,1,1,1,1,TRUE
50629,59769,1,?,1,?,1,1,1,1,1,TRUE
20569,53434,1,?,1,?,1,1,1,1,1,TRUE
21121,49540,1,?,1,?,1,1,1,1,1,TRUE
38858,90187,1,?,1,?,1,1,1,1,1,TRUE
44605,47245,1,?,1,?,1,1,1,1,1,TRUE
21990,22749,1,?,1,?,1,1,1,1,1,TRUE
22702,54006,1,?,1,?,1,1,1,1,1,TRUE
9738,90175,1,?,1,?,1,1,1,1,0,TRUE
186,289,1,?,0.9,?,1,1,1,1,1,TRUE
10357,11108,1,?,1,?,1,1,1,1,1,TRUE
23961,28388,1,?,1,?,1,1,1,1,1,TRUE
45851,47988,1,?,1,?,1,1,1,1,1,TRUE
90688,90689,1,?,1,?,1,1,1,1,1,TRUE
27794,32772,1,?,1,?,1,1,1,1,1,TRUE
22236,26621,1,?,1,?,1,1,1,1,1,TRUE
33996,42465,1,?,1,?,1,1,1,1,1,TRUE
17091,22115,1,?,1,?,1,1,1,1,1,TRUE
1897,36282,1,1,1,?,1,1,1,1,1,TRUE
50130,55615,1,?,1,?,1,1,1,1,1,TRUE
22713,48001,1,1,1,?,1,1,1,1,1,TRUE
22395,30474,1,1,1,?,1,1,1,1,1,TRUE
59566,61228,1,?,1,?,1,1,1,1,1,TRUE
25070,26532,1,?,1,?,1,1,1,1,1,TRUE
40707,47270,1,?,1,?,1,1,1,1,1,TRUE
62471,90737,1,?,1,?,1,1,1,1,1,TRUE
34769,46880,1,1,1,?,1,1,1,1,1,TRUE
76010,76150,1,?,1,?,1,1,1,1,1,TRUE
38158,49607,1,?,1,?,1,1,1,1,1,TRUE
30041,76138,1,?,1,?,1,1,1,1,1,TRUE
82153,82154,1,?,1,?,1,1,1,1,1,TRUE
29826,34707,1,?,1,?,1,1,1,1,1,TRUE
40294,66086,1,?,1,?,1,1,1,1,0,TRUE
32673,43931,1,?,1,?,1,1,1,1,1,TRUE
57061,57062,1,?,1,?,1,1,1,1,1,TRUE
19447,24533,1,?,1,?,1,1,1,1,1,TRUE
65692,74896,1,?,1,?,1,1,1,1,1,TRUE
17905,18706,1,?,1,?,1,1,1,1,1,TRUE
40300,72312,1,?,1,?,1,1,1,1,1,TRUE
53855,57443,1,1,1,?,1,1,1,1,1,TRUE
56272,56636,1,?,1,1,1,1,1,1,1,TRUE
35060,75119,1,?,1,?,1,1,1,1,1,TRUE
21456,28411,1,?,1,?,1,1,1,1,1,TRUE
7373,77467,1,?,1,?,1,1,1,1,1,TRUE
22595,50421,1,1,1,?,1,1,1,1,1,TRUE
21392,31364,1,?,1,?,1,1,1,1,1,TRUE
23696,26446,1,?,1,?,1,1,1,1,1,TRUE
39875,47054,1,?,1,?,1,1,1,1,1,TRUE
6502,10378,1,?,1,?,1,1,1,1,1,TRUE
24235,53126,0.875,?,1,?,1,1,1,1,0,TRUE
33076,37960,1,?,1,?,1,1,1,1,1,TRUE
71570,77788,1,?,1,?,1,1,1,1,1,TRUE
22397,64389,1,1,1,?,1,1,1,1,1,TRUE
35598,78035,1,?,1,?,1,1,1,1,1,TRUE
47315,48166,1,?,1,?,1,1,1,1,1,TRUE
90927,97474,1,?,1,?,1,1,1,1,1,TRUE
33488,39378,1,?,1,?,1,1,1,1,1,TRUE
20117,22423,1,?,1,?,1,1,1,1,1,TRUE
23073,36855,1,?,1,?,1,1,1,1,1,TRUE
15387,26208,1,?,1,?,1,1,1,1,1,TRUE
23775,59331,1,?,1,?,1,1,1,1,1,TRUE
9448,9450,1,?,1,?,1,1,1,1,1,TRUE
5449,35434,1,?,1,1,1,1,1,1,1,TRUE
32494,33617,1,?,1,?,1,1,1,1,1,TRUE
5599,99138,1,?,1,1,1,1,1,1,1,TRUE
22535,27083,1,1,1,?,1,1,1,1,1,TRUE
22079,28195,1,?,1,?,1,1,1,1,1,TRUE
24502,56085,1,?,1,?,1,1,1,1,0,TRUE
70554,95607,?,?,1,?,1,1,1,0,0,TRUE
24762,31256,1,?,1,?,1,1,1,1,1,TRUE
16269,60498,1,?,1,?,1,1,1,1,1,TRUE
39634,47956,1,?,1,?,1,1,1,1,1,TRUE
997,55903,1,?,1,?,1,1,1,1,1,TRUE
60384,60385,1,1,1,?,1,1,1,1,1,TRUE
10737,10738,1,?,1,?,1,1,1,1,1,TRUE
20672,29548,1,?,1,?,1,1,1,1,1,TRUE
17641,46042,1,?,1,?,1,1,1,1,0,TRUE
41967,85682,0.875,?,1,?,1,1,1,1,1,TRUE
25964,66481,1,?,1,?,1,1,1,1,1,TRUE
37257,70423,1,?,1,?,1,1,1,1,1,TRUE
27457,27458,1,?,1,?,1,1,1,1,1,TRUE
70517,75766,1,?,1,?,1,1,1,1,1,TRUE
10744,92906,1,?,1,?,1,1,1,1,1,TRUE
25282,44441,1,?,1,?,1,1,1,1,1,TRUE
16467,28735,1,?,1,?,1,1,1,1,1,TRUE
16088,23919,1,?,1,?,1,1,1,1,1,TRUE
2855,65169,1,?,1,?,1,1,1,1,1,TRUE
34355,63181,1,?,1,?,1,1,1,1,1,TRUE
35164,84066,1,?,1,?,1,1,1,1,1,TRUE
87785,89119,1,?,1,?,1,1,1,1,1,TRUE
22482,50106,1,1,1,?,1,1,1,1,1,TRUE
38482,74742,1,?,1,?,1,1,1,1,1,TRUE
24414,46042,1,?,1,?,1,1,1,1,0,TRUE
18423,21547,1,?,1,?,1,1,1,1,1,TRUE
39933,42741,1,?,1,?,1,1,1,1,1,TRUE
14962,14965,1,?,1,?,1,1,1,1,1,TRUE
4914,59133,1,?,1,?,1,1,1,1,1,TRUE
14586,87818,1,?,1,?,1,1,1,1,1,TRUE
17182,33452,1,?,1,?,1,1,1,1,1,TRUE
90697,90698,1,1,1,?,1,1,1,1,1,TRUE
2481,2482,1,?,1,?,1,1,1,1,1,TRUE
38173,75342,1,?,1,?,1,1,1,1,1,TRUE
39326,48511,1,?,1,?,1,1,1,1,1,TRUE
855,1051,1,?,1,?,1,1,1,1,1,TRUE
74534,74535,1,?,1,?,1,1,1,1,1,TRUE
36010,76798,1,?,1,?,1,1,1,1,1,TRUE
25434,32078,1,?,1,?,1,1,1,1,1,TRUE
58532,63818,1,?,1,?,1,1,1,1,1,TRUE
11420,11421,1,?,0.923076923076923,?,1,1,1,1,1,TRUE
20842,27795,1,?,1,?,1,1,1,1,1,TRUE
86540,88794,1,?,1,?,1,0,1,1,1,TRUE
4674,8441,1,?,1,?,1,1,1,1,1,TRUE
24482,39885,1,?,1,?,1,1,1,1,1,TRUE
95226,95304,1,?,1,?,1,1,1,1,1,TRUE
24688,31468,1,?,1,?,1,1,1,1,1,TRUE
20936,80134,1,?,1,?,1,1,1,1,1,TRUE
20879,54252,1,?,1,?,1,1,1,1,1,TRUE
21138,32885,1,?,1,?,1,1,1,1,1,TRUE
94328,94356,1,?,1,?,1,1,1,1,1,TRUE
82102,82103,1,?,1,?,1,1,1,1,1,TRUE
54824,54912,1,?,1,?,1,1,1,1,1,TRUE
24925,27380,1,?,1,?,1,1,1,1,1,TRUE
5510,11945,1,1,1,?,1,1,1,1,1,TRUE
85905,92162,1,?,1,?,1,1,1,1,0,TRUE
33717,34574,1,?,1,?,1,1,1,1,1,TRUE
2918,4306,1,?,1,?,1,1,1,1,1,TRUE
38621,44930,1,?,1,?,1,1,1,1,1,TRUE
17951,18276,1,?,1,?,1,1,1,1,1,TRUE
171,175,1,?,1,?,1,1,1,1,1,TRUE
30447,50601,1,?,1,?,1,1,1,1,1,TRUE
31458,67251,1,?,1,?,1,1,1,1,1,TRUE
2760,38702,1,?,1,?,1,1,1,1,1,TRUE
29419,38138,1,?,1,?,1,1,1,1,1,TRUE
17894,35515,1,?,1,?,1,1,1,1,1,TRUE
61065,99469,1,?,1,?,1,1,1,1,1,TRUE
47481,90263,1,?,1,?,1,1,1,1,1,TRUE
21711,57493,1,?,1,?,1,1,1,1,1,TRUE
17287,22744,1,?,1,?,1,1,1,1,1,TRUE
16522,59759,1,?,1,?,1,1,1,1,1,TRUE
25398,35288,1,1,1,?,1,1,1,1,1,TRUE
97432,99254,1,?,1,?,1,1,1,1,1,TRUE
46864,48891,1,?,1,?,1,1,1,1,1,TRUE
64225,65335,1,?,1,?,1,1,1,1,1,TRUE
45779,94316,1,?,1,?,1,1,1,1,1,TRUE
76018,76163,1,?,1,?,1,1,1,1,1,TRUE
22356,61618,1,?,1,?,1,1,1,1,1,TRUE
20419,36118,1,?,1,?,1,1,1,1,0,TRUE
23826,65085,0,?,1,?,1,1,1,1,1,TRUE
19981,24931,1,?,1,?,1,1,1,1,1,TRUE
36132,44759,1,?,1,?,1,1,1,1,1,TRUE
26784,45247,1,?,1,?,1,1,1,1,1,TRUE
25333,38019,1,?,1,?,1,1,1,1,1,TRUE
56156,56773,1,?,1,?,1,1,1,1,1,TRUE
2204,2783,1,?,1,?,1,1,1,1,1,TRUE
27630,31624,1,?,1,?,1,1,1,1,1,TRUE
21323,22913,1,?,1,?,1,1,1,1,1,TRUE
8191,92167,1,?,1,?,1,1,1,1,1,TRUE
59857,59861,1,?,1,?,1,1,1,1,1,TRUE
6389,76817,1,?,1,?,1,1,1,1,1,TRUE
9175,9176,1,?,1,?,0,1,1,1,1,TRUE
17529,48504,1,1,1,?,1,1,1,1,1,TRUE
15818,17435,1,1,1,?,1,1,1,1,1,TRUE
21854,38046,1,?,1,?,1,1,1,1,1,TRUE
469,2395,1,1,1,?,1,1,1,1,1,TRUE
34321,49882,1,?,1,?,1,1,1,1,0,TRUE
56767,92361,1,?,1,?,1,1,1,1,1,TRUE
63374,63872,1,?,1,?,1,1,1,1,1,TRUE
57090,57102,1,?,1,?,1,1,1,1,1,TRUE
82498,83478,1,?,1,?,1,1,1,1,1,TRUE
28736,83734,1,?,1,?,1,1,1,1,1,TRUE
24996,47686,1,1,1,?,1,1,1,1,1,TRUE
54905,58039,1,?,1,?,1,1,1,1,1,TRUE
69883,92811,1,?,1,?,1,1,1,1,1,TRUE
45657,49484,1,?,1,?,1,1,1,1,1,TRUE
83867,83868,1,?,1,?,1,1,1,1,1,TRUE
27509,30467,1,?,1,?,1,1,1,1,1,TRUE
84438,92235,1,?,1,?,1,1,1,1,1,TRUE
37874,37875,1,?,1,?,1,1,1,1,1,TRUE
36602,49481,1,?,1,?,1,1,1,1,1,TRUE
18821,20498,1,?,1,?,1,1,1,1,1,TRUE
27759,29777,1,?,1,?,1,1,1,1,1,TRUE
54511,57951,1,1,1,?,1,1,1,1,1,TRUE
63213,90027,1,?,1,?,1,1,1,1,1,TRUE
14851,76283,1,?,1,?,1,1,1,1,1,TRUE
26411,29391,1,?,1,?,1,1,1,1,1,TRUE
